2018-06-24 18:47:08,400 - train.py: 91 - log - loc_loss: 0.056 | cls_loss: 0.647 | train_loss: 0.704 | avg_loss: 0.826
2018-06-24 18:56:20,866 - train.py: 91 - log - loc_loss: 0.063 | cls_loss: 0.644 | train_loss: 0.707 | avg_loss: 0.823

2018-06-24 18:56:24,115 - train.py: 91 - log - loc_loss: 0.060 | cls_loss: 0.601 | train_loss: 0.661 | avg_loss: 0.823

2018-06-24 18:56:26,814 - train.py: 91 - log - loc_loss: 0.062 | cls_loss: 0.614 | train_loss: 0.676 | avg_loss: 0.823

2018-06-24 18:56:29,529 - train.py: 91 - log - loc_loss: 0.065 | cls_loss: 0.637 | train_loss: 0.703 | avg_loss: 0.823

2018-06-24 18:56:32,334 - train.py: 91 - log - loc_loss: 0.054 | cls_loss: 0.572 | train_loss: 0.627 | avg_loss: 0.823

2018-06-24 18:56:35,050 - train.py: 91 - log - loc_loss: 0.062 | cls_loss: 0.588 | train_loss: 0.650 | avg_loss: 0.823

2018-06-24 18:56:37,702 - train.py: 91 - log - loc_loss: 0.061 | cls_loss: 0.596 | train_loss: 0.657 | avg_loss: 0.823

2018-06-24 18:56:40,856 - train.py: 91 - log - loc_loss: 0.066 | cls_loss: 0.696 | train_loss: 0.762 | avg_loss: 0.823

2018-06-24 18:56:43,928 - train.py: 91 - log - loc_loss: 0.062 | cls_loss: 0.604 | train_loss: 0.666 | avg_loss: 0.823

2018-06-24 18:56:46,595 - train.py: 91 - log - loc_loss: 0.064 | cls_loss: 0.595 | train_loss: 0.658 | avg_loss: 0.823

2018-06-24 18:56:49,482 - train.py: 91 - log - loc_loss: 0.067 | cls_loss: 0.680 | train_loss: 0.747 | avg_loss: 0.823

2018-06-24 18:56:52,133 - train.py: 91 - log - loc_loss: 0.067 | cls_loss: 0.632 | train_loss: 0.700 | avg_loss: 0.823

2018-06-24 18:56:54,885 - train.py: 91 - log - loc_loss: 0.062 | cls_loss: 0.606 | train_loss: 0.668 | avg_loss: 0.823

2018-06-24 18:56:57,602 - train.py: 91 - log - loc_loss: 0.063 | cls_loss: 0.646 | train_loss: 0.709 | avg_loss: 0.823

2018-06-24 18:57:00,853 - train.py: 91 - log - loc_loss: 0.063 | cls_loss: 0.594 | train_loss: 0.657 | avg_loss: 0.823

2018-06-24 18:57:03,543 - train.py: 91 - log - loc_loss: 0.062 | cls_loss: 0.609 | train_loss: 0.671 | avg_loss: 0.823

2018-06-24 18:57:06,337 - train.py: 91 - log - loc_loss: 0.062 | cls_loss: 0.698 | train_loss: 0.760 | avg_loss: 0.823

2018-06-24 18:57:09,009 - train.py: 91 - log - loc_loss: 0.065 | cls_loss: 0.669 | train_loss: 0.734 | avg_loss: 0.823

2018-06-24 18:57:11,691 - train.py: 91 - log - loc_loss: 0.062 | cls_loss: 0.563 | train_loss: 0.624 | avg_loss: 0.822

2018-06-24 18:57:14,471 - train.py: 91 - log - loc_loss: 0.063 | cls_loss: 0.567 | train_loss: 0.630 | avg_loss: 0.822

2018-06-24 18:57:17,186 - train.py: 91 - log - loc_loss: 0.066 | cls_loss: 0.605 | train_loss: 0.671 | avg_loss: 0.822

2018-06-24 18:57:19,910 - train.py: 91 - log - loc_loss: 0.062 | cls_loss: 0.576 | train_loss: 0.638 | avg_loss: 0.822

2018-06-24 18:57:23,088 - train.py: 91 - log - loc_loss: 0.064 | cls_loss: 0.655 | train_loss: 0.719 | avg_loss: 0.822

2018-06-24 18:57:26,077 - train.py: 91 - log - loc_loss: 0.063 | cls_loss: 0.644 | train_loss: 0.707 | avg_loss: 0.822

2018-06-24 18:57:28,816 - train.py: 91 - log - loc_loss: 0.061 | cls_loss: 0.581 | train_loss: 0.641 | avg_loss: 0.822

2018-06-24 18:57:31,913 - train.py: 91 - log - loc_loss: 0.068 | cls_loss: 0.608 | train_loss: 0.675 | avg_loss: 0.822

2018-06-24 18:57:34,619 - train.py: 91 - log - loc_loss: 0.065 | cls_loss: 0.582 | train_loss: 0.647 | avg_loss: 0.822

2018-06-24 18:57:37,223 - train.py: 91 - log - loc_loss: 0.063 | cls_loss: 0.585 | train_loss: 0.648 | avg_loss: 0.822

2018-06-24 18:57:40,100 - train.py: 91 - log - loc_loss: 0.066 | cls_loss: 0.616 | train_loss: 0.682 | avg_loss: 0.822

2018-06-24 18:57:42,879 - train.py: 91 - log - loc_loss: 0.060 | cls_loss: 0.598 | train_loss: 0.658 | avg_loss: 0.822

2018-06-24 18:57:45,871 - train.py: 91 - log - loc_loss: 0.063 | cls_loss: 0.644 | train_loss: 0.707 | avg_loss: 0.822

2018-06-24 18:57:49,020 - train.py: 91 - log - loc_loss: 0.069 | cls_loss: 0.660 | train_loss: 0.729 | avg_loss: 0.822

2018-06-24 18:57:51,995 - train.py: 91 - log - loc_loss: 0.064 | cls_loss: 0.597 | train_loss: 0.661 | avg_loss: 0.822

2018-06-24 18:57:54,731 - train.py: 91 - log - loc_loss: 0.058 | cls_loss: 0.608 | train_loss: 0.665 | avg_loss: 0.822

